2024-06-13 20:19:36 | INFO | model_worker | args: Namespace(host='0.0.0.0', port=31001, worker_address='http://localhost:21002', controller_address='http://0.0.0.0:21001', model_path='/home/c205/workspace/models/Qwen-7B-QAnything', revision='main', device='cuda', gpus=None, num_gpus=2, max_gpu_memory='20GiB', dtype=None, load_8bit=False, cpu_offloading=False, gptq_ckpt=None, gptq_wbits=16, gptq_groupsize=-1, gptq_act_order=False, awq_ckpt=None, awq_wbits=16, awq_groupsize=-1, enable_exllama=False, exllama_max_seq_len=4096, exllama_gpu_split=None, exllama_cache_8bit=False, enable_xft=False, xft_max_seq_len=4096, xft_dtype=None, model_names=None, conv_template=None, embed_in_truncate=False, limit_worker_concurrency=5, stream_interval=2, no_register=False, seed=None, debug=False, ssl=False)
2024-06-13 20:19:36 | INFO | model_worker | Loading the model ['Qwen-7B-QAnything'] on worker 17bc237c ...
2024-06-13 20:19:36 | INFO | stdout | Warning: import flash_attn rotary fail, please install FlashAttention rotary to get better performance https://github.com/Dao-AILab/flash-attention/tree/main/csrc/rotary
2024-06-13 20:19:36 | INFO | stdout | Warning: import flash_attn rms_norm fail, please install FlashAttention layer_norm to get better performance https://github.com/Dao-AILab/flash-attention/tree/main/csrc/layer_norm
2024-06-13 20:19:36 | INFO | stdout | Warning: import flash_attn fail, please install FlashAttention https://github.com/Dao-AILab/flash-attention
2024-06-13 20:19:37 | ERROR | stderr | Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]
2024-06-13 20:19:39 | ERROR | stderr | Loading checkpoint shards:  50%|█████     | 1/2 [00:01<00:01,  1.66s/it]
2024-06-13 20:19:39 | ERROR | stderr | Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.20s/it]
2024-06-13 20:19:39 | ERROR | stderr | Loading checkpoint shards: 100%|██████████| 2/2 [00:02<00:00,  1.27s/it]
2024-06-13 20:19:39 | ERROR | stderr | 
2024-06-13 20:19:40 | INFO | model_worker | Register to controller
2024-06-13 20:19:40 | ERROR | stderr | INFO:     Started server process [3201083]
2024-06-13 20:19:40 | ERROR | stderr | INFO:     Waiting for application startup.
2024-06-13 20:19:40 | ERROR | stderr | INFO:     Application startup complete.
2024-06-13 20:19:40 | ERROR | stderr | INFO:     Uvicorn running on http://0.0.0.0:31001 (Press CTRL+C to quit)
2024-06-13 20:20:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:21:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:21:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:22:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:23:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:24:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:24:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:25:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:26:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:27:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:27:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:28:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:29:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:30:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:30:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:31:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:32:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:33:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:33:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:34:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:35:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:36:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:36:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:37:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:38:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:39:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:39:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:40:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:41:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:42:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:42:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:43:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:44:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:45:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:45:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:46:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:47:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:48:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:48:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:49:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:50:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:51:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:51:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:52:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:53:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:54:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:54:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:55:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:56:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:57:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:57:55 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:58:40 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 20:59:25 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
2024-06-13 21:00:10 | INFO | model_worker | Send heart beat. Models: ['Qwen-7B-QAnything']. Semaphore: None. call_ct: 0. worker_id: 17bc237c. 
