2024-06-15 09:30:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:30:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:31:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:32:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:33:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:33:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:34:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:35:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:36:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:36:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:37:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:38:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:39:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:39:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:40:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:41:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:42:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:42:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:43:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:44:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:45:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:45:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:46:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:47:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:48:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:48:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:49:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:50:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:51:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:51:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:52:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:53:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:54:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:54:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:55:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:56:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:57:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:57:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:58:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 09:59:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:00:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:00:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:01:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:02:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:03:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:03:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:04:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:05:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:06:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:06:52 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:07:37 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:08:22 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 8. worker_id: 02587b7a. 
2024-06-15 10:09:01 | INFO | stdout | [32mINFO[0m:     127.0.0.1:43910 - "[1mPOST /model_details HTTP/1.1[0m" [32m200 OK[0m
2024-06-15 10:09:01 | INFO | stdout | [32mINFO[0m:     127.0.0.1:43912 - "[1mPOST /count_token HTTP/1.1[0m" [32m200 OK[0m
2024-06-15 10:09:01 | INFO | stdout | [32mINFO[0m:     127.0.0.1:43914 - "[1mPOST /worker_generate_stream HTTP/1.1[0m" [32m200 OK[0m
2024-06-15 10:09:07 | INFO | model_worker | Send heart beat. Models: ['Apollo-7B']. Semaphore: Semaphore(value=5, locked=False). call_ct: 9. worker_id: 02587b7a. 
2024-06-15 10:09:20 | INFO | stdout | [32mINFO[0m:     127.0.0.1:35462 - "[1mPOST /model_details HTTP/1.1[0m" [32m200 OK[0m
